Wavelength,Panchromatic,NIR1,Red,Green,Blue,Red Edge,Yellow,Coastal,NIR2
775,9.448E-01,8.696E-01,1.689E-06,1.567E-07,8.293E-08,5.457E-05,6.801E-06,1.609E-06,3.014E-06
776,9.452E-01,9.237E-01,1.582E-06,1.260E-07,1.468E-07,4.614E-05,6.799E-06,1.553E-06,1.765E-06
777,9.460E-01,9.597E-01,1.349E-06,1.523E-07,1.997E-07,3.938E-05,7.440E-06,1.949E-06,1.657E-10
778,9.467E-01,9.850E-01,1.724E-06,1.741E-07,1.414E-07,3.411E-05,8.135E-06,1.903E-06,8.997E-08
779,9.458E-01,9.966E-01,1.784E-06,1.025E-07,3.058E-07,2.923E-05,8.296E-06,1.650E-06,1.689E-07
780,9.443E-01,1.000E+00,1.381E-06,1.198E-07,4.818E-07,2.504E-05,8.543E-06,1.770E-06,3.632E-07
781,9.426E-01,9.981E-01,1.102E-06,1.678E-07,9.776E-07,2.168E-05,8.143E-06,2.227E-06,5.040E-07
782,9.409E-01,9.934E-01,1.653E-06,1.268E-07,1.446E-06,1.884E-05,8.067E-06,3.274E-06,5.823E-07
783,9.395E-01,9.894E-01,2.082E-06,6.489E-08,2.569E-06,1.641E-05,9.272E-06,4.866E-06,6.006E-07
784,9.366E-01,9.855E-01,1.393E-06,1.066E-07,3.976E-06,1.431E-05,1.101E-05,7.146E-06,5.197E-07
785,9.334E-01,9.810E-01,9.317E-07,1.478E-07,4.850E-06,1.251E-05,9.918E-06,9.669E-06,1.669E-07
786,9.303E-01,9.766E-01,1.617E-06,6.909E-08,5.247E-06,1.112E-05,1.015E-05,1.126E-05,3.913E-08
787,9.279E-01,9.719E-01,1.935E-06,6.878E-08,6.419E-06,9.783E-06,1.245E-05,1.188E-05,1.145E-07
788,9.258E-01,9.666E-01,1.532E-06,1.096E-07,5.651E-06,8.603E-06,1.581E-05,8.351E-06,4.902E-08
789,9.253E-01,9.599E-01,1.317E-06,1.526E-07,4.010E-06,7.383E-06,2.618E-05,1.140E-05,8.539E-07
790,9.244E-01,9.525E-01,1.018E-06,1.088E-07,2.944E-06,6.490E-06,3.237E-05,1.290E-05,1.573E-06
791,9.238E-01,9.451E-01,9.664E-07,8.041E-08,1.788E-06,5.928E-06,5.482E-05,1.309E-05,6.468E-07
792,9.239E-01,9.382E-01,1.037E-06,5.854E-08,1.573E-06,5.206E-06,7.636E-05,1.260E-05,3.605E-08
793,9.189E-01,9.336E-01,6.890E-07,4.635E-08,1.911E-06,4.686E-06,1.190E-04,1.146E-05,1.426E-06
794,8.826E-01,9.294E-01,4.862E-07,1.158E-07,2.547E-06,4.293E-06,1.827E-04,1.071E-05,1.528E-06
795,8.449E-01,9.241E-01,6.068E-07,1.226E-07,3.411E-06,3.834E-06,2.758E-04,1.094E-05,4.364E-07
796,8.072E-01,9.190E-01,5.102E-07,1.383E-07,4.121E-06,3.398E-06,3.478E-04,1.083E-05,1.823E-07
797,7.706E-01,9.169E-01,3.210E-07,1.239E-07,4.458E-06,3.135E-06,4.660E-04,1.223E-05,9.615E-07
798,7.235E-01,9.155E-01,2.944E-07,9.155E-08,6.857E-06,2.779E-06,5.904E-04,2.802E-05,7.882E-07
799,6.245E-01,9.136E-01,5.849E-08,4.957E-08,5.325E-06,2.525E-06,7.134E-04,2.756E-05,7.934E-07
800,5.254E-01,9.120E-01,2.499E-07,1.099E-08,5.095E-06,2.412E-06,8.269E-04,4.561E-05,4.547E-07
801,4.268E-01,9.121E-01,7.643E-07,2.335E-09,4.375E-06,2.300E-06,1.108E-03,4.952E-05,4.716E-07
802,3.280E-01,9.130E-01,5.273E-07,1.089E-09,3.609E-06,2.233E-06,1.524E-03,5.436E-05,2.527E-07
803,2.402E-01,9.136E-01,1.922E-07,4.128E-08,3.117E-06,1.857E-06,2.386E-03,5.874E-05,7.778E-07
804,2.026E-01,9.139E-01,4.905E-07,4.533E-08,3.188E-06,1.772E-06,3.751E-03,5.902E-05,5.533E-07
805,1.649E-01,9.136E-01,9.397E-07,3.766E-08,1.322E-06,1.708E-06,5.704E-03,5.219E-05,9.809E-08
806,1.270E-01,9.130E-01,6.394E-07,6.446E-08,1.329E-06,1.495E-06,7.423E-03,6.222E-05,1.123E-07
807,8.809E-02,9.118E-01,2.036E-07,6.039E-08,3.835E-06,1.516E-06,6.749E-03,5.846E-05,6.233E-07
808,5.280E-02,9.109E-01,3.181E-07,3.584E-08,3.446E-06,1.444E-06,4.383E-03,5.154E-05,5.428E-07
809,4.089E-02,9.092E-01,8.788E-07,1.171E-06,3.736E-06,1.304E-06,2.784E-03,4.172E-05,4.727E-07
810,3.383E-02,9.067E-01,1.468E-06,8.474E-06,3.619E-06,1.196E-06,1.569E-03,4.394E-05,1.428E-07
811,2.182E-02,9.030E-01,5.920E-07,1.373E-05,1.075E-06,9.930E-07,9.254E-04,4.492E-05,1.965E-07
812,1.312E-02,8.991E-01,4.823E-08,8.279E-06,1.777E-06,1.023E-06,5.893E-04,3.709E-05,1.392E-06
813,7.657E-03,8.956E-01,5.046E-08,1.317E-06,2.957E-06,9.262E-07,3.775E-04,4.011E-05,1.036E-06
814,4.082E-03,8.924E-01,5.704E-07,2.662E-08,4.469E-06,8.950E-07,2.772E-04,3.256E-05,4.988E-07
815,3.140E-03,8.892E-01,9.163E-07,3.676E-08,2.505E-06,8.242E-07,2.335E-04,3.356E-05,1.731E-07
816,2.449E-03,8.852E-01,5.534E-07,5.915E-08,1.078E-06,7.459E-07,1.875E-04,4.568E-05,2.468E-06
817,1.923E-03,8.806E-01,1.396E-07,2.199E-08,3.571E-06,6.511E-07,1.594E-04,3.715E-05,1.213E-06
818,1.516E-03,8.763E-01,5.216E-08,5.036E-09,2.847E-06,5.692E-07,1.290E-04,3.742E-05,1.060E-07
819,1.205E-03,8.730E-01,3.615E-07,2.484E-08,2.365E-06,4.277E-07,1.219E-04,3.064E-05,1.404E-10
820,9.746E-04,8.701E-01,4.776E-07,1.002E-08,2.494E-06,5.416E-07,1.275E-04,2.688E-05,6.692E-07
821,7.881E-04,8.688E-01,5.646E-07,4.654E-08,1.324E-06,6.177E-07,1.315E-04,1.637E-05,5.393E-07
822,6.384E-04,8.677E-01,1.655E-07,2.346E-08,2.331E-06,5.740E-07,9.776E-05,2.086E-05,1.218E-07
823,5.240E-04,8.667E-01,7.147E-08,2.508E-09,1.433E-06,3.810E-07,7.062E-05,2.296E-05,6.955E-07
824,4.315E-04,8.657E-01,7.851E-07,6.625E-11,2.378E-06,2.764E-07,5.373E-05,3.337E-05,6.681E-07
825,3.586E-04,8.650E-01,4.115E-07,9.978E-09,2.377E-06,3.698E-07,4.359E-05,1.697E-05,4.989E-07
826,2.976E-04,8.650E-01,1.078E-07,1.755E-08,2.461E-06,4.713E-07,3.445E-05,1.748E-05,1.052E-06
827,2.489E-04,8.667E-01,3.338E-08,4.131E-08,1.965E-06,4.309E-07,3.014E-05,1.637E-05,4.557E-07
828,2.085E-04,8.684E-01,2.745E-07,6.007E-08,1.952E-06,3.751E-07,1.927E-05,1.619E-05,5.007E-07
829,1.778E-04,8.671E-01,6.919E-07,3.771E-08,1.867E-06,3.078E-07,1.174E-05,1.872E-05,1.510E-07
830,1.514E-04,8.646E-01,3.955E-07,6.210E-08,1.277E-06,3.309E-07,9.972E-06,2.461E-05,7.710E-07
831,1.285E-04,8.619E-01,7.914E-08,4.341E-08,2.391E-06,4.069E-07,1.203E-05,2.522E-05,9.267E-07
832,1.083E-04,8.598E-01,2.949E-08,1.730E-08,4.359E-06,3.504E-07,1.037E-05,1.605E-05,1.548E-06
833,9.300E-05,8.580E-01,4.641E-07,1.399E-07,2.037E-05,4.414E-07,8.542E-06,1.784E-05,1.020E-06
834,7.930E-05,8.557E-01,4.102E-07,4.251E-08,4.096E-05,1.421E-07,6.660E-06,1.495E-05,7.437E-07
835,6.813E-05,8.526E-01,3.915E-07,1.531E-08,5.472E-05,1.290E-07,4.926E-06,2.202E-05,3.287E-06
836,5.886E-05,8.494E-01,3.127E-07,1.612E-08,6.014E-05,1.881E-07,4.865E-06,2.095E-05,4.771E-06
837,5.186E-05,8.460E-01,6.062E-07,5.277E-08,6.168E-05,2.007E-07,6.326E-06,1.948E-05,3.666E-06
838,4.547E-05,8.424E-01,9.590E-07,1.524E-07,6.152E-05,2.395E-07,5.749E-06,2.068E-05,3.270E-06
839,3.877E-05,8.384E-01,5.401E-07,7.291E-08,6.860E-05,2.706E-07,6.914E-06,1.459E-05,1.191E-05
840,3.429E-05,8.344E-01,3.435E-07,8.696E-08,7.829E-05,3.604E-07,7.593E-06,1.647E-05,1.729E-05
841,3.057E-05,8.307E-01,6.914E-07,9.512E-08,8.731E-05,2.461E-07,8.256E-06,1.437E-05,1.533E-05
842,2.629E-05,8.267E-01,8.732E-07,4.253E-08,9.603E-05,2.618E-07,8.266E-06,1.951E-05,2.447E-05
843,2.326E-05,8.209E-01,9.038E-07,3.521E-09,1.099E-04,1.899E-07,7.176E-06,1.828E-05,4.053E-05
844,2.042E-05,8.149E-01,1.921E-07,8.016E-08,1.251E-04,4.866E-08,7.154E-06,7.792E-06,6.018E-05
845,1.795E-05,8.094E-01,7.351E-11,1.672E-07,1.351E-04,8.524E-08,8.557E-06,4.444E-06,8.608E-05
846,1.633E-05,8.041E-01,2.313E-07,3.642E-08,1.430E-04,3.115E-07,8.519E-06,7.408E-06,1.260E-04
847,2.248E-05,7.972E-01,1.108E-06,1.296E-07,1.406E-04,3.425E-07,1.000E-05,8.012E-06,1.926E-04
848,3.957E-05,7.901E-01,5.449E-06,2.731E-06,1.431E-04,7.749E-06,8.224E-06,2.816E-05,4.045E-03
849,3.898E-05,7.835E-01,9.620E-06,3.418E-06,1.426E-04,1.010E-05,7.156E-06,2.830E-05,4.508E-03
850,3.884E-05,7.767E-01,7.879E-06,3.656E-06,1.513E-04,8.212E-06,6.333E-06,3.013E-05,5.004E-03
851,3.660E-05,7.692E-01,1.308E-05,3.126E-06,2.664E-04,8.219E-06,5.532E-06,3.604E-05,5.613E-03
852,3.355E-05,7.612E-01,9.916E-06,3.220E-06,3.093E-04,8.526E-06,4.536E-06,2.305E-05,6.248E-03
853,3.422E-05,7.534E-01,1.585E-05,4.651E-06,3.060E-04,1.006E-05,4.270E-06,2.723E-05,7.986E-03
854,3.285E-05,7.458E-01,5.631E-06,3.552E-06,2.936E-04,6.913E-06,3.848E-06,2.849E-05,1.000E-02
855,2.600E-05,7.397E-01,2.694E-06,2.234E-06,2.769E-04,4.363E-06,3.754E-06,2.467E-05,1.548E-02
856,3.243E-05,7.338E-01,6.074E-06,2.137E-06,2.125E-04,6.629E-06,3.815E-06,2.433E-05,2.180E-02
857,2.784E-05,7.275E-01,9.438E-06,2.369E-06,1.487E-04,7.771E-06,3.638E-06,1.302E-05,4.077E-02
858,2.673E-05,7.212E-01,1.107E-05,2.230E-06,1.507E-04,7.016E-06,3.522E-06,1.887E-05,6.271E-02
859,2.285E-05,7.154E-01,8.534E-06,4.477E-06,1.386E-04,6.587E-06,4.406E-06,2.112E-05,1.259E-01
860,2.146E-05,7.096E-01,9.519E-06,4.432E-06,1.294E-04,5.212E-06,5.876E-06,2.073E-05,1.985E-01
861,2.837E-05,7.023E-01,7.537E-06,3.501E-06,1.036E-04,6.089E-06,7.215E-06,1.939E-05,3.371E-01
862,2.817E-05,6.948E-01,1.068E-05,3.213E-06,8.157E-05,7.182E-06,1.060E-05,1.105E-05,4.904E-01
863,2.175E-05,6.882E-01,4.341E-06,2.913E-06,6.781E-05,7.494E-06,1.495E-05,9.171E-06,6.513E-01
864,1.846E-05,6.817E-01,3.037E-06,3.395E-06,5.453E-05,5.472E-06,1.972E-05,1.102E-05,8.142E-01
865,1.780E-05,6.740E-01,1.578E-06,3.093E-06,4.351E-05,5.314E-06,2.610E-05,9.827E-06,8.989E-01
866,1.864E-05,6.662E-01,1.041E-06,2.358E-06,4.127E-05,7.234E-06,2.722E-05,1.701E-05,9.677E-01
867,1.617E-05,6.599E-01,7.825E-06,2.610E-06,5.961E-05,5.103E-06,2.747E-05,1.810E-05,9.888E-01
868,1.658E-05,6.536E-01,3.702E-06,2.141E-06,5.779E-05,4.520E-06,2.093E-05,1.527E-05,1.000E+00
869,2.044E-05,6.476E-01,2.872E-06,1.687E-06,4.930E-05,5.422E-06,1.587E-05,9.808E-06,9.990E-01
870,2.078E-05,6.419E-01,3.067E-06,2.284E-06,3.796E-05,3.421E-06,9.891E-06,9.998E-06,9.960E-01
871,1.861E-05,6.370E-01,6.259E-06,1.942E-06,2.932E-05,6.699E-06,6.104E-06,1.547E-05,9.886E-01
872,1.712E-05,6.323E-01,2.597E-06,2.102E-06,2.147E-05,5.154E-06,4.275E-06,7.939E-06,9.804E-01
873,1.334E-05,6.282E-01,4.301E-06,1.953E-06,9.658E-06,4.655E-06,3.811E-06,6.986E-06,9.714E-01
874,1.359E-05,6.241E-01,4.327E-06,1.258E-06,6.886E-06,4.697E-06,3.400E-06,8.557E-06,9.621E-01
875,1.502E-05,6.203E-01,2.060E-06,2.092E-06,7.553E-06,5.510E-06,2.693E-06,1.041E-05,9.531E-01
876,1.478E-05,6.165E-01,1.567E-06,1.996E-06,9.573E-06,3.553E-06,3.055E-06,1.039E-05,9.441E-01
877,1.324E-05,6.135E-01,2.490E-06,1.933E-06,1.288E-05,4.641E-06,3.725E-06,1.271E-05,9.363E-01
878,1.229E-05,6.109E-01,1.683E-06,1.990E-06,1.094E-05,4.176E-06,4.904E-06,8.882E-06,9.289E-01
879,1.046E-05,6.084E-01,3.680E-06,2.044E-06,1.396E-05,3.630E-06,8.094E-06,8.394E-06,9.212E-01
880,1.147E-05,6.059E-01,2.355E-06,2.170E-06,1.118E-05,3.598E-06,1.190E-05,8.251E-06,9.134E-01
881,1.365E-05,6.037E-01,2.366E-06,1.919E-06,1.429E-05,3.762E-06,1.600E-05,1.032E-05,9.052E-01
882,1.354E-05,6.015E-01,3.748E-06,1.585E-06,1.143E-05,3.235E-06,1.717E-05,1.031E-05,8.968E-01
883,1.170E-05,6.009E-01,3.032E-06,1.214E-06,1.173E-05,3.726E-06,1.554E-05,8.652E-06,8.886E-01
884,1.312E-05,6.008E-01,2.257E-06,1.977E-06,9.826E-06,3.182E-06,1.002E-05,1.015E-05,8.804E-01
885,1.296E-05,6.016E-01,2.680E-06,1.300E-06,9.931E-06,3.472E-06,5.715E-06,8.738E-06,8.718E-01
886,1.143E-05,6.026E-01,1.713E-06,1.561E-06,1.026E-05,3.541E-06,2.795E-06,8.362E-06,8.631E-01
887,1.060E-05,6.024E-01,4.060E-06,1.189E-06,1.042E-05,4.238E-06,1.258E-06,9.354E-06,8.554E-01
888,8.248E-06,6.020E-01,7.494E-07,1.627E-06,1.289E-05,3.493E-06,4.802E-07,9.782E-06,8.480E-01
889,8.279E-06,5.832E-01,4.436E-06,1.661E-06,1.346E-05,2.431E-06,4.826E-07,8.850E-06,8.396E-01
890,9.306E-06,5.615E-01,2.103E-06,1.194E-06,1.411E-05,1.929E-06,1.722E-07,9.077E-06,8.303E-01
891,7.842E-06,5.025E-01,2.515E-06,1.849E-06,1.401E-05,2.344E-06,3.731E-07,5.109E-06,8.210E-01
892,8.312E-06,4.392E-01,6.066E-07,1.380E-06,1.262E-05,2.158E-06,2.539E-07,9.474E-06,8.120E-01
893,9.910E-06,3.553E-01,3.350E-06,1.748E-06,1.416E-05,2.028E-06,1.149E-07,3.834E-06,8.057E-01
894,8.391E-06,2.689E-01,3.079E-06,1.357E-06,1.294E-05,3.029E-06,1.891E-07,5.051E-06,8.004E-01
895,7.017E-06,2.017E-01,4.413E-06,9.458E-07,1.523E-05,3.509E-06,1.959E-07,4.982E-06,7.955E-01
896,7.552E-06,1.364E-01,2.946E-06,1.014E-06,1.433E-05,2.752E-06,2.717E-07,6.441E-06,7.897E-01
897,7.302E-06,9.853E-02,2.008E-06,5.107E-07,1.355E-05,2.936E-06,2.288E-07,7.725E-06,7.831E-01
898,7.464E-06,6.378E-02,1.286E-06,8.081E-07,1.119E-05,1.939E-06,1.086E-07,5.350E-06,7.771E-01
899,8.199E-06,4.637E-02,1.083E-06,9.622E-07,1.170E-05,2.314E-06,2.834E-07,6.955E-06,7.724E-01
900,7.059E-06,3.068E-02,1.106E-06,9.436E-07,9.703E-06,2.376E-06,3.721E-07,3.751E-06,7.676E-01
901,5.744E-06,2.257E-02,1.893E-06,8.121E-07,1.152E-05,2.738E-06,1.851E-07,4.432E-06,7.611E-01
902,7.230E-06,1.519E-02,1.567E-06,7.251E-07,1.079E-05,2.218E-06,1.803E-07,6.008E-06,7.537E-01
903,6.495E-06,1.147E-02,8.537E-07,4.950E-07,1.099E-05,2.900E-06,3.346E-07,7.177E-06,7.462E-01
904,5.158E-06,8.097E-03,1.839E-06,7.659E-07,1.346E-05,2.078E-06,1.775E-07,2.213E-06,7.391E-01
905,6.507E-06,6.264E-03,3.234E-07,9.192E-07,1.172E-05,1.955E-06,7.033E-08,4.033E-06,7.327E-01
906,5.939E-06,4.568E-03,2.031E-07,8.240E-07,1.269E-05,1.892E-06,9.397E-08,3.482E-06,7.268E-01
907,4.956E-06,3.697E-03,6.109E-07,8.433E-07,1.207E-05,2.326E-06,2.034E-07,2.875E-06,7.232E-01
908,5.372E-06,2.892E-03,1.427E-06,5.618E-07,1.167E-05,2.060E-06,3.812E-07,5.212E-06,7.197E-01
909,5.807E-06,2.450E-03,9.552E-07,4.453E-07,9.885E-06,1.834E-06,3.353E-07,1.265E-06,7.151E-01
910,5.363E-06,2.036E-03,7.810E-07,3.327E-07,8.138E-06,2.070E-06,2.979E-07,2.879E-06,7.104E-01
911,4.692E-06,1.776E-03,1.645E-06,9.761E-07,8.811E-06,1.686E-06,4.065E-07,1.590E-06,7.063E-01
912,3.768E-06,1.525E-03,9.290E-07,1.005E-06,6.966E-06,1.454E-06,5.570E-07,9.360E-07,7.018E-01
913,4.112E-06,1.374E-03,6.254E-07,7.792E-07,5.017E-06,1.343E-06,1.152E-06,1.196E-06,6.961E-01
914,4.727E-06,1.186E-03,8.476E-07,4.615E-07,5.619E-06,1.093E-06,1.236E-06,2.999E-06,6.904E-01
915,3.972E-06,1.020E-03,1.910E-06,4.397E-07,4.852E-06,1.491E-06,1.969E-06,3.077E-06,6.859E-01
916,4.735E-06,8.152E-04,5.670E-07,5.195E-07,4.415E-06,1.674E-06,1.966E-06,2.761E-06,6.818E-01
917,4.983E-06,7.164E-04,5.406E-07,3.087E-07,3.542E-06,1.427E-06,1.067E-06,2.313E-06,6.768E-01
918,4.156E-06,6.066E-04,6.085E-07,4.650E-07,4.111E-06,1.400E-06,1.119E-06,2.467E-06,6.714E-01
919,3.964E-06,4.934E-04,1.260E-06,2.887E-07,4.547E-06,1.520E-06,8.280E-07,2.271E-06,6.660E-01
920,3.002E-06,3.722E-04,8.074E-07,2.512E-07,3.943E-06,1.271E-06,7.231E-07,1.468E-06,6.608E-01
921,2.521E-06,3.321E-04,2.136E-06,5.511E-07,3.747E-06,1.037E-06,5.748E-07,3.075E-06,6.561E-01
922,2.929E-06,2.518E-04,4.763E-07,5.209E-07,3.488E-06,1.256E-06,3.923E-07,2.172E-06,6.516E-01
923,3.570E-06,2.022E-04,1.086E-06,4.831E-07,4.727E-06,1.179E-06,3.272E-07,8.709E-07,6.469E-01
924,3.326E-06,1.603E-04,2.477E-07,5.319E-07,4.401E-06,1.292E-06,3.859E-07,9.833E-07,6.420E-01
925,3.105E-06,1.321E-04,1.364E-06,4.345E-07,3.956E-06,1.049E-06,4.204E-07,1.894E-06,6.369E-01
926,2.993E-06,1.111E-04,2.080E-07,3.200E-07,3.805E-06,1.190E-06,3.363E-07,1.363E-06,6.315E-01
927,2.560E-06,8.997E-05,1.064E-06,4.121E-07,3.672E-06,1.272E-06,3.751E-07,1.832E-06,6.259E-01
928,2.785E-06,7.142E-05,6.240E-07,3.574E-07,4.567E-06,7.165E-07,5.222E-07,1.638E-06,6.202E-01
929,2.855E-06,5.913E-05,1.109E-06,3.388E-07,3.862E-06,1.063E-06,8.021E-07,1.461E-06,6.141E-01
930,2.586E-06,4.345E-05,8.691E-07,3.016E-07,4.040E-06,8.294E-07,1.069E-06,7.829E-07,6.081E-01
931,2.538E-06,4.011E-05,3.740E-07,2.041E-07,3.025E-06,7.509E-07,3.708E-06,1.561E-06,6.020E-01
932,2.185E-06,3.411E-05,4.113E-07,1.563E-07,2.561E-06,7.545E-07,1.210E-05,1.262E-06,5.961E-01
933,2.047E-06,3.243E-05,1.587E-06,1.852E-07,2.838E-06,6.561E-07,2.083E-05,7.623E-07,5.913E-01
934,2.319E-06,2.571E-05,6.492E-07,1.771E-07,2.100E-06,9.993E-07,1.005E-05,1.704E-06,5.861E-01
935,2.706E-06,2.282E-05,3.296E-07,3.985E-07,2.053E-06,6.052E-07,3.934E-06,1.724E-06,5.796E-01
936,2.587E-06,1.938E-05,1.663E-07,3.298E-07,1.965E-06,4.141E-07,1.125E-06,1.066E-06,5.730E-01
937,2.431E-06,1.925E-05,1.675E-07,3.137E-07,2.035E-06,5.564E-07,5.462E-07,1.960E-06,5.672E-01
938,2.655E-06,1.619E-05,1.584E-07,2.491E-07,2.821E-06,7.766E-07,1.467E-07,1.523E-06,5.617E-01
939,2.394E-06,1.523E-05,2.105E-07,2.357E-07,2.583E-06,7.256E-07,3.189E-07,1.782E-06,5.553E-01
940,2.235E-06,1.467E-05,2.332E-07,2.003E-07,1.869E-06,7.446E-07,3.971E-07,2.031E-06,5.488E-01
941,2.425E-06,1.324E-05,2.393E-07,4.228E-07,1.794E-06,5.674E-07,4.025E-08,1.400E-06,5.429E-01
942,2.243E-06,1.037E-05,8.485E-08,4.095E-07,1.973E-06,8.072E-07,8.099E-08,4.560E-07,5.368E-01
943,1.850E-06,1.042E-05,4.531E-07,3.573E-07,1.752E-06,6.781E-07,7.237E-08,1.408E-06,5.315E-01
944,2.010E-06,1.003E-05,2.053E-07,3.012E-07,1.407E-06,7.463E-07,3.521E-07,1.188E-06,5.264E-01
945,1.640E-06,1.003E-05,2.252E-07,4.039E-07,1.871E-06,4.881E-07,3.919E-08,1.014E-06,5.201E-01
946,1.700E-06,8.802E-06,4.079E-07,3.032E-07,1.684E-06,6.637E-07,2.761E-07,6.084E-07,5.138E-01
947,2.203E-06,8.611E-06,5.614E-07,3.697E-07,2.150E-06,5.945E-07,2.123E-07,6.274E-07,5.072E-01
948,1.824E-06,7.822E-06,6.337E-07,3.545E-07,1.968E-06,5.012E-07,3.478E-07,9.198E-07,5.003E-01
949,1.661E-06,8.593E-06,2.368E-07,4.602E-07,2.009E-06,6.700E-07,5.188E-08,1.363E-06,4.931E-01
950,1.772E-06,7.684E-06,1.181E-07,3.759E-07,1.733E-06,7.236E-07,3.624E-08,1.783E-06,4.861E-01
951,1.888E-06,8.037E-06,3.227E-07,3.771E-07,1.551E-06,6.080E-07,1.317E-07,1.259E-06,4.795E-01
952,2.137E-06,6.946E-06,1.773E-07,3.200E-07,2.124E-06,7.840E-07,1.151E-07,1.418E-06,4.730E-01
953,2.169E-06,7.523E-06,2.387E-07,3.422E-07,1.192E-06,6.527E-07,7.888E-08,8.040E-07,4.674E-01
954,1.802E-06,6.024E-06,4.726E-08,2.097E-07,1.248E-06,5.559E-07,1.625E-07,3.552E-07,4.615E-01
955,1.564E-06,7.209E-06,1.339E-07,3.120E-07,2.205E-06,5.245E-07,1.308E-07,8.973E-07,4.547E-01
956,1.717E-06,6.880E-06,3.474E-07,2.698E-07,1.540E-06,5.148E-07,1.284E-07,1.058E-06,4.479E-01
957,1.310E-06,6.849E-06,1.655E-07,3.067E-07,1.141E-06,5.566E-07,1.422E-07,8.650E-07,4.415E-01
958,1.459E-06,6.145E-06,5.684E-08,3.610E-07,7.352E-07,4.172E-07,2.535E-07,8.444E-07,4.349E-01
959,1.669E-06,6.047E-06,2.973E-07,3.685E-07,7.342E-07,3.957E-07,1.385E-07,5.257E-07,4.292E-01
960,1.359E-06,5.901E-06,3.644E-07,3.917E-07,1.022E-06,3.185E-07,2.531E-07,1.626E-06,4.237E-01
961,1.345E-06,5.915E-06,1.220E-07,3.703E-07,8.276E-07,3.990E-07,3.865E-07,8.539E-07,4.176E-01
962,1.077E-06,4.865E-06,2.141E-07,1.994E-07,8.893E-07,3.892E-07,7.872E-07,4.303E-07,4.114E-01
963,9.728E-07,5.373E-06,5.064E-08,2.355E-07,1.007E-06,3.292E-07,2.110E-06,6.578E-07,4.052E-01
964,7.855E-07,5.226E-06,5.506E-08,2.705E-07,6.973E-07,2.799E-07,3.367E-06,9.713E-07,3.989E-01
965,1.215E-06,5.114E-06,1.241E-07,2.316E-07,4.114E-07,3.759E-07,3.216E-06,7.387E-07,3.919E-01
966,1.244E-06,4.420E-06,2.347E-07,1.875E-07,2.649E-07,3.750E-07,1.685E-06,7.612E-07,3.852E-01
967,1.178E-06,4.466E-06,1.201E-07,2.326E-07,5.827E-07,3.015E-07,1.105E-06,4.867E-07,3.794E-01
968,1.179E-06,4.321E-06,1.762E-07,2.285E-07,7.537E-07,4.234E-07,6.346E-07,2.646E-07,3.736E-01
969,8.320E-07,4.343E-06,2.138E-07,1.953E-07,5.689E-07,4.057E-07,4.277E-07,4.613E-07,3.681E-01
970,8.602E-07,4.186E-06,3.920E-07,1.873E-07,6.753E-07,3.777E-07,5.521E-07,6.438E-07,3.625E-01
971,1.013E-06,4.648E-06,1.431E-07,2.339E-07,5.165E-07,3.455E-07,5.010E-07,7.670E-07,3.557E-01
972,9.559E-07,4.566E-06,4.843E-08,3.089E-07,4.111E-07,4.033E-07,5.393E-07,8.992E-07,3.489E-01
973,7.713E-07,4.456E-06,2.252E-07,2.916E-07,2.667E-07,3.311E-07,8.293E-07,5.938E-07,3.432E-01
974,1.082E-06,3.755E-06,2.425E-07,2.492E-07,3.658E-07,4.416E-07,6.551E-06,4.675E-07,3.374E-01
975,1.028E-06,4.461E-06,8.072E-08,2.384E-07,3.784E-07,3.386E-07,8.213E-05,6.197E-07,3.310E-01
976,1.257E-06,4.349E-06,1.545E-07,2.392E-07,3.880E-07,3.429E-07,3.144E-04,4.463E-07,3.246E-01
977,1.209E-06,4.418E-06,2.290E-07,2.047E-07,4.700E-07,4.008E-07,2.105E-04,2.236E-07,3.192E-01
978,1.005E-06,4.683E-06,1.368E-07,6.717E-08,6.269E-07,1.642E-07,1.696E-05,5.223E-07,3.137E-01
979,8.773E-07,4.531E-06,1.590E-07,9.790E-08,3.229E-07,2.618E-07,7.010E-07,5.867E-07,3.087E-01
980,1.016E-06,4.459E-06,5.991E-08,2.005E-07,2.805E-07,3.839E-07,2.266E-07,5.711E-07,3.038E-01
981,1.040E-06,4.545E-06,6.462E-08,1.820E-07,3.524E-07,3.991E-07,1.809E-07,5.599E-07,2.989E-01
982,9.068E-07,4.173E-06,1.623E-07,1.818E-07,5.161E-07,3.263E-07,3.599E-08,5.696E-07,2.940E-01
983,8.273E-07,4.143E-06,4.395E-08,2.138E-07,2.506E-07,3.093E-07,3.426E-08,7.839E-07,2.890E-01
984,9.432E-07,2.253E-06,9.127E-08,2.386E-07,4.071E-07,2.360E-07,8.722E-08,2.059E-07,2.841E-01
985,9.182E-07,2.230E-06,3.979E-08,1.951E-07,2.235E-07,2.603E-07,7.431E-08,4.129E-07,2.796E-01
986,8.917E-07,2.502E-06,9.918E-08,2.478E-07,2.810E-07,3.025E-07,1.070E-07,5.169E-07,2.752E-01
987,1.021E-06,2.538E-06,2.194E-07,2.554E-07,4.620E-07,3.104E-07,8.777E-08,6.127E-07,2.717E-01
988,7.769E-07,3.979E-06,1.089E-07,2.045E-07,4.681E-07,3.574E-07,7.171E-08,6.541E-07,2.680E-01
